,MAINTITLE,S_PARENT_OBJ_ID,S_TC_IN,S_TC_OUT,S_DURATION,EX_OLD_SEG_NUM,EX_OLD_OBJID,S_COMMENTS,S_SESSION,S_DAYS,S_LINEUMPIRE,S_LEGUMPIRE,S_STRIKER,S_NONSTRIKER,S_RUNNER,S_NONRUNNER,S_BOWLER,S_WINNINGBOWL,S_SUPEROVER,S_OVER,S_TEAMSCORE,S_SCORE,S_OFFTHEBAT,S_OVERTHROW,S_SHORTRUN,S_FREEHIT,S_EXTRABALLTYPE,S_NOBALLTYPE,S_BOUNDARYSCORED,S_TYPEOFSHOT,S_BALLTYPE,S_BOUNDARYCOMMENTATORSPICK,S_BOUNDARYCOMMENTATORSNAME,S_CREASEPOSITION,S_3RDUMPIREDECISION,S_WICKETTYPE,S_WICKETTYPE_QUAL,S_FIELDER,S_LOCATION,S_3RDUMPIREREFERRALBY,S_WICKETCOMMENTATORSPICK,S_WICKETCOMMENTATORSNAME,S_BOWLINGANGLE,S_RUNUP,S_APPEAL,S_CATCHAPPEAL,S_RUNOUTAPPEAL,S_LBWAPPEAL,S_STUMPINGAPPEAL,S_HANDLINGTHEBALLAPPEAL,S_OBSTRUCTINGFIELDERAPPEAL,S_UMPIREAPPEAL,S_WARNINGGIVEN,S_FIELDERNAME,S_FIELDERPOSITION,EX_FIELDINGTYPE,EX_FIELDINGTYPE1,S_RELAY,S_DIVE,S_JUMP,S_CHASETYPE,S_POORFIELDING,S_BACKUP,S_BACKUPTYPE,S_COMMENTATORSPICK,S_COMMENTATORSNAME,S_MISSEDCHANCE,S_MISSEDCHANCETYPE,S_MILESTONE,S_MILESTONETYPE,S_BATTINGMILESTONE,S_BATTINGMILESTONEDESC,S_BOWLINGMILESTONE,S_BOWLINGMILESTONEDESC,S_WICKETKEEPINGMILESTONE,S_WICKETKEEPINGMILESTONEDESC,S_FIELDINGMILESTONE,S_FIELDINGMILESTONEDESC,S_ALLROUNDMILESTONE,S_ALLROUNDMILESTONEDESC,S_PARTNERSHIPMILESTONE,S_PARTNERSHIPMILESTONEDESC,S_INDIVIDUALMILESTONEPLAYER,S_INDIVIDUALMILESTONEDESC,S_UMPIRINGMILESTONE,S_UMPIRINGMILESTONEDESC,S_UMPIRINGCOMMENTATORSPICK,S_UMPIRINGCOMMENTATORSNAME,S_CAPTAINCYCOMMENTATORSPICK,S_CAPTAINCYCOMMENTATORSNAME,S_BOWLERSRUNUPCOMMENTATORSPICK,S_BOWLERSRUNUPCOMMENTATORSNAME,S_RUNNINGBWWICKETSCOMMENTATORSPICK,S_RUNNINGBWWICKETSCOMMENTATORSNAME,S_WICKETKEEPINGCOMMENTATORSPICK,S_WICKETKEEPINGCOMMENTATORSNAME,S_BATTINGTYPECOMMENTATORSPICK,S_BATTINGTYPECOMMENTATORSNAME,S_BOWLINGTYPECOMMENTATORSPICK,S_BOWLINGTYPECOMMENTATORSNAME,S_FIELDINGCOMMENTATORSPICK,S_FIELDINGCOMMENTATORSNAME,S_BATSMANWALKINGOFFBEFOREUMPIREDECISION,S_FIELDINGCAPTAINRECALLINGBATSMAN,S_FIELDERAPPLAUDINGBATSMEN,S_FIELDERDECLARINGBOUNDARYONHISOWN,S_ACCEPTINGADROPCATCH,S_UNNECESSARYAPPEALS,S_BATSMANNOTACCEPTINGUMPIREDECISION,S_BODYLINEBOWLING,S_NEGATIVEBOWLING,S_BALLTAMPERING,S_PITCHTAMPERING,S_BOWLINGSPEED,S_GRAPHICS,S_PLAYINGCONDITION,S_GENERALANALYSIS,S_INTERACTION,S_EMOTION,S_EMOTIONPLAYERNAME,S_EMOTIONALASPECTS,S_GESTURE,S_PLAYERSHOWINGGESTURE,S_CAMERAVIEW,S_NORMALCROWD,S_CHEERLEADERS,S_CATCHBYCROWD,S_BANNER,S_MEXICANWAVES,S_COMMENTATORSBOX,S_PAVILLIONDUGOUTDRESSINGROOM,S_SCOREBOARD,S_ELECTRONICDISPLAY,S_FLAGVIEW,S_GROUND,S_OUTSIDESTADIUM,S_PITCH,S_STUMPVIEW,S_TROPHY,S_TEAMWALKINGINTOTHEFIELD,S_PLAYERWALKINGINTOTHEFIELD,S_UMPIRESWALKINGINTOTHEFIELD,S_FIELDERSCLOSINGIN,S_CAMERASHOTTYPE,S_CELEBRITYFOCUS,S_STYLESTATEMENT,S_EXTRAS,S_BRANDFOCUS,S_USUSALCRICKETGEAR,S_PLAYERINTERVIEW,S_MEMORABILIA,S_PLAYERCELEBRATION,S_INTERRUPTION,S_DUETOINCORRECTUMPIRING,S_LIGHTSFAIL,S_BADWEATHER,S_CROWDUNREST,S_SIGHTSCREENADJUSTMENT,S_STREAKERONFIELD,S_BEES,S_DOG,S_BIRD_BIRDS,S_BALLCHANGE,S_DRINKSBREAK,S_ADHOCDRINKSBREAK,S_INNINGSBREAK,S_ROLLINGTHEPITCH,S_BALLLOST,S_CHANGEOFGEAR,S_INJURY,S_CROWDINVASION,S_UNUSUAL,S_REPLAY,S_REPLAYOVER,S_TOTALTEAMWICKET,S_PITCHREPORT,S_TOSS,S_TEAMAREPRESENTATIVE,S_TEAMBREPRESENTATIVE,S_INTERVIEW,S_PRACTICESESSIONS,S_PRESENTATION,S_PRIZEDISTRIBUTION,S_VICTORYLAP,S_ADDITIONALEVENTS,S_EVENTS,S_EVENTTYPE
30,SEGMENT_94,1221976,2615000,2628000,,94,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,COMMENTATORSBOX,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,SEGMENT_95,1221976,2629000,2659000,,95,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Sourav Ganguly,,,43.4,147,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,SEGMENT_96,1221976,2660000,2692000,,96,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Sourav Ganguly,,,43.5,148,148,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,SEGMENT_97,1221976,2693000,2715000,,97,1327628,DEAD BALL,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,SEGMENT_98,1221976,2717000,2727000,,98,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,CROWD,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,SEGMENT_99,1221976,2728000,2738000,,99,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Salman Butt,Mohammad Yousuf,,,Sourav Ganguly,,,44.0,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,SEGMENT_100,1221976,2739000,2749000,,100,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,BANNER,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,SEGMENT_101,1221976,2749000,2805000,,101,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GENERALGRAPHICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,SEGMENT_102,1221976,2807000,2832000,,102,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,44.1,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SEGMENT_103,1221976,2834000,2852000,,103,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,44.2,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,SEGMENT_104,1221976,2853000,2876000,,104,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,44.3,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,SEGMENT_105,1221976,2878000,2901000,,105,1327628,CLOCK,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,44.4,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SEGMENT_106,1221976,2902000,2928000,,106,1327628,ARTICLE,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,44.5,148,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,SCOREBOARD,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,SEGMENT_107,1221976,2929000,2942000,,107,1327628,,,DAY 3,Simon Taufel,Billy Doctrove,Mohammad Yousuf,Salman Butt,,,Anil Kumble,,,45.0,149,149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SEGMENT_108,1221976,2943000,3022000,,108,1327628,FIELD SETUP,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PLAYERSTATISTICS,,HARBHAJAN SINGH,CONSULTATION,,,,,,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,PAVILION_DUGOUT,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SEGMENT_109,1221976,3024000,3048000,,109,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Harbhajan Singh,,,45.1,149,149,0,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,Caught And Bowled,Caught And Bowled,,Bowler,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,OVER_THE_WICKET,Short,,,,,,,,,,Harbhajan Singh,Bowler,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SEGMENT_110,1221976,3050000,3076000,,110,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Harbhajan Singh,,,45.1,149,149,0,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,Caught And Bowled,Caught And Bowled,,Bowler,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,OVER_THE_WICKET,Short,,,,,,,,,,Harbhajan Singh,Bowler,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,,,,,,,,,,,,,,
47,SEGMENT_111,1221976,3077000,3090000,,111,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Happy,,Crowd:Happy,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,SEGMENT_112,1221976,3092000,3139000,,112,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,PLAYERSTATISTICS,,SHOAIB MALIK,CONSULTATION,,,,,,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,PLAYER_WALKING_INTO_THE_FIELD,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SEGMENT_113,1221976,3139000,3147000,,113,1327628,,,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
50,SEGMENT_114,1221976,3149000,3183000,,114,1327628,,,DAY 3,Billy Doctrove,Simon Taufel,Mohammad Yousuf,Salman Butt,,,Harbhajan Singh,,,45.1,149,149,0,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,Caught And Bowled,Caught And Bowled,,Bowler,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,OVER_THE_WICKET,Short,,,,,,,,,,Harbhajan Singh,Bowler,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,,,,,,,,,,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,IAN BISHOP:WICKET:True,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,,,,,,,,,,,,,,
51,SEGMENT_115,1221976,3183000,3214000,,115,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Shoaib Malik,Salman Butt,,,Harbhajan Singh,,,45.2,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,SEGMENT_116,1221976,3214000,3243000,,116,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Shoaib Malik,Salman Butt,,,Harbhajan Singh,,,45.3,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,SEGMENT_117,1221976,3244000,3280000,,117,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Shoaib Malik,Salman Butt,,,Harbhajan Singh,,,45.4,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,SEGMENT_118,1221976,3282000,3302000,,118,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Shoaib Malik,Salman Butt,,,Harbhajan Singh,,,45.5,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
55,SEGMENT_119,1221976,3302000,3329000,,119,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Shoaib Malik,Salman Butt,,,Harbhajan Singh,,,46.0,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Crowd:Excitement,,Crowd:Excitement,,,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,FLAGVIEW,ZOOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,SEGMENT_120,1221976,3331000,3360000,,120,1327628,,SESSION 3,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,TEAMSTATISTICS,,SCORECARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,SEGMENT_121,1221976,3361000,3375000,,121,1327628,,SESSION 3,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Shoaib Malik,,,Anil Kumble,,,46.1,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,SEGMENT_122,1221976,3376000,3387000,,122,1327628,,SESSION 3,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Shoaib Malik,,,Anil Kumble,,,46.2,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,SEGMENT_123,1221976,3389000,3402000,,123,1327628,,SESSION 3,DAY 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,GENERALGRAPHICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,SEGMENT_124,1221976,3404000,3423000,,124,1327628,,SESSION 3,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Shoaib Malik,,,Anil Kumble,,,46.3,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,SEGMENT_125,1221976,3425000,3435000,,125,1327628,,SESSION 3,DAY 3,Simon Taufel,Billy Doctrove,Salman Butt,Shoaib Malik,,,Anil Kumble,,,46.4,149,149,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,SEGMENT_126,1221976,3437000,3444000,,126,1327628,,SESSION 3,DAY 3,Billy Doctrove,Simon Taufel,Kamran Akmal,Shoaib Malik,,,Harbhajan Singh,,,49.4,156,156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4,,,,,,,,,,,,,,
