S_TC_IN,S_TC_IN,S_TC_OUT,S_TC_OUT,S_DURATION,S_DURATION,S_COMMENTATORSPICK,S_COMMENTATORSPICK,S_COMMENTATORSNAME,S_COMMENTATORSNAME,S_FIELDINGCOMMENTATORSPICK,S_FIELDINGCOMMENTATORSPICK,S_EMOTIONPLAYERNAME,S_EMOTIONPLAYERNAME,S_EMOTIONALASPECTS,S_EMOTIONALASPECTS,S_CELEBRITYFOCUS,S_CELEBRITYFOCUS,S_STYLESTATEMENT,S_STYLESTATEMENT,S_EXTRAS,S_EXTRAS,S_BRANDFOCUS,S_BRANDFOCUS,S_USUSALCRICKETGEAR,S_USUSALCRICKETGEAR,S_PLAYERINTERVIEW,S_PLAYERINTERVIEW,S_MEMORABILIA,S_MEMORABILIA,S_PLAYERCELEBRATION,S_PLAYERCELEBRATION,S_DUETOINCORRECTUMPIRING,S_DUETOINCORRECTUMPIRING,S_LIGHTSFAIL,S_LIGHTSFAIL,S_BADWEATHER,S_BADWEATHER,S_CROWDUNREST,S_CROWDUNREST,S_SIGHTSCREENADJUSTMENT,S_SIGHTSCREENADJUSTMENT,S_STREAKERONFIELD,S_STREAKERONFIELD,S_BEES,S_BEES,S_DOG,S_DOG,S_BIRD_BIRDS,S_BIRD_BIRDS,S_BALLCHANGE,S_BALLCHANGE,S_DRINKSBREAK,S_DRINKSBREAK,S_ADHOCDRINKSBREAK,S_ADHOCDRINKSBREAK,S_INNINGSBREAK,S_INNINGSBREAK,S_ROLLINGTHEPITCH,S_ROLLINGTHEPITCH,S_BALLLOST,S_BALLLOST,S_CHANGEOFGEAR,S_CHANGEOFGEAR,S_REPLAYOVER,S_REPLAYOVER,S_TOTALTEAMWICKET,S_TOTALTEAMWICKET,S_TOSS,S_TOSS,S_TEAMAREPRESENTATIVE,S_TEAMAREPRESENTATIVE,S_TEAMBREPRESENTATIVE,S_TEAMBREPRESENTATIVE,S_INTERVIEW,S_INTERVIEW,S_PRACTICESESSIONS,S_PRACTICESESSIONS,S_PRESENTATION,S_PRESENTATION,S_PRIZEDISTRIBUTION,S_PRIZEDISTRIBUTION,S_VICTORYLAP,S_VICTORYLAP,S_ADDITIONALEVENTS,S_ADDITIONALEVENTS
self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other,self,other
1049000,00:17:29.000,1065000,00:17:45.000,None,16000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1066000,00:17:46.000,1105000,00:18:25.000,None,39000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1106000,00:18:26.000,1127000,00:18:47.000,None,21000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1128000,00:18:48.000,1174000,00:19:34.000,None,46000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1175000,00:19:35.000,1192000,00:19:52.000,None,17000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1193000,00:19:53.000,1210000,00:20:10.000,None,17000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
260000,00:04:20.000,278000,00:04:38.000,None,18000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1211000,00:20:11.000,1220000,00:20:20.000,None,9000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1221000,00:20:21.000,1246000,00:20:46.000,None,25000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1247000,00:20:47.000,1270000,00:21:10.000,None,23000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1270000,00:21:10.000,1320000,00:22:00.000,None,50000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1321000,00:22:01.000,1339000,00:22:19.000,None,18000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1340000,00:22:20.000,1372000,00:22:52.000,None,32000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1373000,00:22:53.000,1393000,00:23:13.000,None,20000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1394000,00:23:14.000,1406000,00:23:26.000,None,12000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1407000,00:23:27.000,1414000,00:23:34.000,None,7000,,,,,,,None,,Crowd:Excitement,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1415000,00:23:35.000,1438000,00:23:58.000,None,23000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
278000,00:04:38.000,336000,00:05:36.000,None,58000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1438000,00:23:58.000,1472000,00:24:32.000,None,34000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1473000,00:24:33.000,1524000,00:25:24.000,None,51000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1525000,00:25:25.000,1558000,00:25:58.000,None,33000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1559000,00:25:59.000,1623000,00:27:03.000,None,64000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1623000,00:27:03.000,1649000,00:27:29.000,None,26000,,,,,,,None,,Crowd:Excitement,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1649000,00:27:29.000,1672000,00:27:52.000,None,23000,,,,,,,None,,Crowd:Excitement,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1673000,00:27:53.000,1695000,00:28:15.000,None,22000,,,None,ARUN LAL,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1695000,00:28:15.000,1718000,00:28:38.000,None,23000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1719000,00:28:39.000,1739000,00:28:59.000,None,20000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1740000,00:29:00.000,1780000,00:29:40.000,None,40000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
336000,00:05:36.000,356000,00:05:56.000,None,20000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1780000,00:29:40.000,1796000,00:29:56.000,None,16000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1796000,00:29:56.000,1825000,00:30:25.000,None,29000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1826000,00:30:26.000,1862000,00:31:02.000,None,36000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1863000,00:31:03.000,1880000,00:31:20.000,None,17000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1881000,00:31:21.000,1898000,00:31:38.000,None,17000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1899000,00:31:39.000,1911000,00:31:51.000,None,12000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1912000,00:31:52.000,1932000,00:32:12.000,None,20000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1933000,00:32:13.000,1952000,00:32:32.000,None,19000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1953000,00:32:33.000,1985000,00:33:05.000,None,32000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
1985000,00:33:05.000,2024000,00:33:44.000,None,39000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
356000,00:05:56.000,387000,00:06:27.000,None,31000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2026000,00:33:46.000,2068000,00:34:28.000,None,42000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2069000,00:34:29.000,2112000,00:35:12.000,None,43000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2113000,00:35:13.000,2134000,00:35:34.000,None,21000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2135000,00:35:35.000,2160000,00:36:00.000,None,25000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2161000,00:36:01.000,2203000,00:36:43.000,None,42000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2204000,00:36:44.000,2234000,00:37:14.000,None,30000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2235000,00:37:15.000,2248000,00:37:28.000,None,13000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2249000,00:37:29.000,2270000,00:37:50.000,None,21000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2271000,00:37:51.000,2288000,00:38:08.000,None,17000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2290000,00:38:10.000,2320000,00:38:40.000,None,30000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
387000,00:06:27.000,401000,00:06:41.000,None,14000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2321000,00:38:41.000,2340000,00:39:00.000,None,19000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2341000,00:39:01.000,2350000,00:39:10.000,None,9000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2351000,00:39:11.000,2375000,00:39:35.000,None,24000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2376000,00:39:36.000,2395000,00:39:55.000,None,19000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2396000,00:39:56.000,2414000,00:40:14.000,None,18000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2415000,00:40:15.000,2425000,00:40:25.000,None,10000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2425000,00:40:25.000,2448000,00:40:48.000,None,23000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2449000,00:40:49.000,2476000,00:41:16.000,None,27000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2477000,00:41:17.000,2499000,00:41:39.000,None,22000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2501000,00:41:41.000,2513000,00:41:53.000,None,12000,,,,,,,None,,Crowd:Excitement,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
402000,00:06:42.000,461000,00:07:41.000,None,59000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2515000,00:41:55.000,2541000,00:42:21.000,None,26000,,,,,,,None,,Crowd:Excitement,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2542000,00:42:22.000,2555000,00:42:35.000,None,13000,,,,,,,None,,Crowd:Excitement,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2556000,00:42:36.000,2590000,00:43:10.000,None,34000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2592000,00:43:12.000,2614000,00:43:34.000,None,22000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2615000,00:43:35.000,2628000,00:43:48.000,None,13000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2629000,00:43:49.000,2659000,00:44:19.000,None,30000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2660000,00:44:20.000,2692000,00:44:52.000,None,32000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2693000,00:44:53.000,2715000,00:45:15.000,None,22000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2717000,00:45:17.000,2727000,00:45:27.000,None,10000,,,,,,,None,,None,,,None,,None,None,0,,,,,,None,,None,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
2728000,00:45:28.000,2738000,00:45:38.000,None,10000,,,,,,,None,,None,,,,,,None,0,,,,,,,,,,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,,None,No,None,,None,,None,No,None,No,None,No,None,No,None,No,None,
